 10.7360,-1017.1140,136.5790
 12.4440,-1016.9920,134.5660
 13.6640,-1018.8830,139.2020
 14.6400,-1015.8940,138.7750
 13.1760,-1019.0050,136.1520
 12.0170,-1018.0290,133.4070
 12.0170,-1020.5910,129.9300
 13.7860,-1017.7240,132.3090
 11.8950,-1018.5170,130.7230
 13.0540,-1017.4190,132.4920
 12.2610,-1018.1510,134.2610
 14.7620,-1021.5670,132.9800
 10.4920,-1010.5260,129.5030
 14.9450,-1024.3730,135.7860
 12.3220,-1013.7590,132.6750
 13.3590,-1020.8960,135.0540
 13.1760,-1016.9310,135.3590
 11.3460,-1015.5890,135.2980
 10.3700,-1019.7370,133.5900
 12.9320,-1016.0770,131.5160
 14.5180,-1022.0550,135.5420
 12.2000,-1016.1380,136.5180
 10.9800,-1016.3210,131.8210
 9.6380,-1019.7370,133.9560
 11.4680,-1017.2360,135.0540
 11.0410,-1018.0290,135.1760
 13.2980,-1018.1510,133.5900
 12.6270,-1018.6390,133.0410
 12.5050,-1018.8830,132.7360
 12.8100,-1016.4430,132.9190
 10.9800,-1020.5910,132.3090
 11.6510,-1019.4320,132.4310
 10.1870,-1017.6020,132.0650
 13.0540,-1018.1510,131.5770
 12.0170,-1016.9310,131.3330
 13.7860,-1018.3340,133.5900
 12.8710,-1017.7240,134.2000
 12.2610,-1018.0900,135.3590
 12.2000,-1018.3340,133.8340
 12.6880,-1017.2970,133.1020
 12.0170,-1019.7370,134.5050
 12.7490,-1016.3820,133.8340
 10.7970,-1019.3710,133.8340
 12.6270,-1017.2970,133.8950
 13.3590,-1018.0900,133.8950
 13.3590,-1017.4190,134.0170
 13.6030,-1018.8220,135.3590
 14.0300,-1018.2120,134.0780
 11.5290,-1015.8330,133.4680
 12.7490,-1017.5410,132.9800
 11.9560,-1016.3820,133.4680
 12.6270,-1016.9310,135.2370
 11.1020,-1017.7240,133.2240
 13.2370,-1017.5410,130.9060
 13.4810,-1019.0660,132.1260
 14.5790,-1016.2600,133.5290
 11.5290,-1017.6020,133.2240
 15.3110,-1016.9310,135.5420
 13.1760,-1018.3950,133.8950
 13.7250,-1018.7610,132.0040
 12.0780,-1019.3710,134.2610
 11.8950,-1019.2490,132.5530
 12.2000,-1019.1880,131.5160
 12.5660,-1019.1270,135.2370
 12.0170,-1016.2600,132.2480
 5.4330,-1018.9440,132.9190
 11.5290,-1017.0530,132.6750
 12.6270,-1018.3950,134.3220
 12.9930,-1015.7110,133.1630
 13.2370,-1019.3710,134.1390
 11.4680,-1015.4670,135.6030
 11.6510,-1019.8590,133.8340
 13.7250,-1017.9680,134.5050
 14.1520,-1018.2120,135.2370
 11.7120,-1017.7240,133.1630
 13.2980,-1018.3950,132.6750
 12.8710,-1016.6260,134.4440
 13.4200,-1018.5170,137.4330
 12.2000,-1019.0050,134.2610
 10.9800,-1019.4930,132.8580
 12.9930,-1017.6630,133.8950
 13.1150,-1018.7000,134.3830
 11.8950,-1019.9200,134.8100
 13.1760,-1019.4930,133.2850
 13.3590,-1016.6870,132.3700
 13.5420,-1018.5780,133.6510
 12.8100,-1017.1750,132.3090
 13.5420,-1019.9200,130.7840
 13.3590,-1016.6260,131.0280
 12.2610,-1016.2600,133.2850
 12.5050,-1019.1270,130.3570
 13.1760,-1017.4190,132.9800
 12.0170,-1017.1140,133.6510
 13.1760,-1020.1640,134.0780
 13.2980,-1018.1510,134.6270
 12.2000,-1018.7610,136.6400
 12.9320,-1015.1010,135.3590
 11.7120,-1017.2970,133.5900
 12.6880,-1015.3450,134.2000
 12.0780,-1019.3710,133.7730
 11.5290,-1016.6260,130.5400
 13.7250,-1016.0770,131.5160
 12.8100,-1018.4560,132.9800
 12.2000,-1016.8700,130.9060
 12.2000,-1018.5170,133.2240
 11.1020,-1020.1030,130.8450
 12.3220,-1018.2730,133.3460
 11.3460,-1018.9440,133.4070
 12.2610,-1018.7610,132.4920
 12.0780,-1017.6020,132.4920
 10.6140,-1018.2730,130.6620
 13.2980,-1019.7980,132.9190
 13.9690,-1014.7350,133.9560
 12.6270,-1020.2250,133.7730
 13.6640,-1017.1750,133.3460
 12.5660,-1018.1510,133.7120
 12.3830,-1018.3340,133.7120
 10.4310,-1017.5410,136.0300
 11.5290,-1019.8590,135.6030
 13.1760,-1017.6630,134.7490
 12.9320,-1017.4800,137.3720
 12.3830,-1019.4320,136.1520
 13.6640,-1017.8460,133.9560
 13.2370,-1018.2730,132.4310
 12.5660,-1016.5650,132.9190
 13.9690,-1019.1880,134.2000
 11.8950,-1015.5890,131.0890
 11.6510,-1017.7850,132.7970
 12.3830,-1017.6630,133.4070
 13.0540,-1018.0900,133.6510
 11.4680,-1020.1030,133.4070
 11.7120,-1017.0530,132.7360
 11.5290,-1017.4800,134.0780
 13.5420,-1017.5410,133.8340
 12.2000,-1018.0290,132.4310
 13.6030,-1019.0660,134.2000
 12.9320,-1015.5280,134.3830
 13.5420,-1019.1270,134.1390
 11.8950,-1016.1990,134.4440
 12.7490,-1017.8460,134.0780
 11.2850,-1018.9440,134.6270
 11.2850,-1019.0660,133.8340
 13.4810,-1018.8220,134.4440
 12.3830,-1016.8700,134.1390
 13.3590,-1017.6630,134.1390
 11.8950,-1018.5780,134.9930
 12.9930,-1018.1510,134.6270
 13.9690,-1016.8090,133.1630
 13.2370,-1018.9440,131.2110
 13.6030,-1016.6260,134.5050
 12.4440,-1015.6500,132.6140
 13.6640,-1016.6870,133.2240
 12.1390,-1017.0530,134.3830
 13.2370,-1018.1510,132.3700
 12.3830,-1019.6760,135.2370
 11.4680,-1017.5410,135.6640
 12.2610,-1018.2730,136.3350
 12.3830,-1017.5410,133.6510
 13.1150,-1018.5780,135.8470
 12.4440,-1018.0290,134.9930
 13.4200,-1017.9070,134.8100
 13.4810,-1017.1750,133.7730
 13.1150,-1017.6630,131.8210
 12.2610,-1017.9680,132.0650
 12.5660,-1017.7240,135.3590
 12.0170,-1017.1750,136.0300
 13.1150,-1018.0900,134.0780
 12.9930,-1019.3710,133.2850
 12.2000,-1020.0420,134.7490
 12.8710,-1019.1270,132.8580
 12.3220,-1018.0290,135.0540
 11.9560,-1017.1750,135.2370
 13.5420,-1017.4190,134.7490
 11.9560,-1015.5280,134.6270
 12.9320,-1018.4560,131.8820
 12.2610,-1018.0900,134.9320
 11.5900,-1018.2730,134.0170
 11.7120,-1017.6020,131.0890
 12.3220,-1018.7610,132.3700
 11.4070,-1018.7000,132.2480
 12.6880,-1017.9680,132.1870
 11.7730,-1017.5410,130.6620
 12.6880,-1018.2120,133.8340
 13.6640,-1018.4560,134.5050
 13.7250,-1015.1010,136.3960
 10.3090,-1018.9440,135.0540
 10.0040,-1016.8090,136.8230
 11.4070,-1018.2730,133.4070
 12.3830,-1017.2360,134.8100
 10.6750,-1017.2360,134.0170
 12.2610,-1018.3340,137.4330
 12.6270,-1017.1140,133.5290
 14.4570,-1017.7240,135.4200
 12.4440,-1016.8090,131.4550
 11.6510,-1019.6760,132.1260
 11.4680,-1021.0180,131.6990
 11.3460,-1018.5780,130.7230
 13.0540,-1017.5410,133.0410
 11.9560,-1020.2860,133.2850
 11.6510,-1019.0660,131.0280
 12.3830,-1016.4430,133.2240
 12.6270,-1019.0050,132.7360
 14.2130,-1018.1510,133.4070
 12.4440,-1018.7000,134.8710
 12.6880,-1016.7480,134.2610
 10.2480,-1019.0660,133.2240
 12.9320,-1017.9680,136.2740
 12.0780,-1017.9070,136.5790
 12.3220,-1018.3340,134.8710
 11.8950,-1018.3950,132.6750
 12.2610,-1015.8330,132.7970
 12.6270,-1019.9200,133.3460
 13.1760,-1017.4190,132.1260
 12.4440,-1018.3340,134.7490
 12.1390,-1018.2730,132.1260
 14.9450,-1018.3340,132.5530
 13.4200,-1016.5040,131.6990
 10.8580,-1017.9070,133.4070
 12.6270,-1019.7980,132.7970
 11.3460,-1019.4320,134.0780
 12.0170,-1018.0900,134.0780
 13.0540,-1016.5650,133.5290
 12.9930,-1019.6760,132.0040
 13.8470,-1019.4320,129.1980
 13.7250,-1019.7980,132.9800
 13.6030,-1016.9920,134.3830
 10.8580,-1016.8700,134.0780
 10.7360,-1017.6020,133.4680
 11.0410,-1018.0900,132.6140
 12.3220,-1017.8460,129.1370
 10.7360,-1017.3580,132.7360
 12.7490,-1016.6870,132.8580
 14.7010,-1018.0290,132.9800
 12.3220,-1019.3710,134.5660
 14.7010,-1019.6150,133.9560
 12.3220,-1018.3950,136.2740
 14.1520,-1019.6760,134.3220
 11.8340,-1016.3820,134.8710
 11.3460,-1017.7850,136.0910
 10.6140,-1017.6020,135.6030
 12.9930,-1018.6390,133.7120
 11.4070,-1017.7240,132.8580
 13.2370,-1018.0290,133.7730
 12.3220,-1016.9310,134.6270
 13.0540,-1017.6630,130.9670
 11.2850,-1018.6390,131.5770
 10.3700,-1017.7850,132.9800
 11.7120,-1019.0050,131.3940
 11.7730,-1020.1030,131.5770
 11.7120,-1017.7850,133.2850
 12.8710,-1017.4190,134.5050
 12.0780,-1015.8940,135.3590
 12.7490,-1017.0530,135.9690
 12.0170,-1017.3580,134.9320
 13.1760,-1017.9680,134.8710
 11.9560,-1018.3950,136.7010
 11.6510,-1015.9550,136.4570
 12.6880,-1017.1750,133.4680
 13.1150,-1018.7000,133.7730
 12.5660,-1019.3710,133.1630
 12.5660,-1018.5780,132.2480
 13.5420,-1015.9550,130.6620
 11.3460,-1017.7240,131.2110
 12.6270,-1018.2730,132.9190
 12.4440,-1016.7480,134.3220
 12.1390,-1016.9920,132.7970
 12.1390,-1016.2600,134.8710
 12.2610,-1018.8830,133.2850
 12.2610,-1018.2120,133.1020
 14.1520,-1018.1510,132.7970
 12.8100,-1019.6760,130.9060
 12.7490,-1019.3100,132.0650
 12.3830,-1019.5540,132.4920
 12.3830,-1015.9550,135.1760
 11.5900,-1018.9440,134.6270
 11.8950,-1017.2360,133.7730
 11.8340,-1017.8460,133.4680
 12.2000,-1019.4930,137.4330
 14.4570,-1018.3950,132.0650
 12.2610,-1017.1140,133.8950
 12.9320,-1017.7240,135.2980
 11.4680,-1017.6630,136.2130
 12.7490,-1016.6260,135.2980
 13.6030,-1017.9680,134.1390
 11.4680,-1018.9440,133.7120
 11.9560,-1018.3950,135.9080
 12.2610,-1019.3100,133.9560
 11.7120,-1018.4560,136.5790
 14.9450,-1017.7240,130.9670
 12.6270,-1018.5780,133.4680
 10.3700,-1016.8090,133.8340
 12.7490,-1017.6020,136.3960
 11.7120,-1018.8830,131.8820
 12.2000,-1018.5170,132.7970
 12.2000,-1018.3950,133.5290
 12.1390,-1020.0420,133.3460
 11.4680,-1017.4190,132.4310
 11.4070,-1017.8460,133.0410
 11.9560,-1020.1640,131.9430
 12.2000,-1017.2360,132.4920
 13.8470,-1017.6020,134.6270
 12.6880,-1017.6020,134.6880
 13.1150,-1017.0530,136.3350
 12.3220,-1016.8700,134.6880
 13.7250,-1017.3580,135.1760
 14.0910,-1017.9070,132.2480
 12.9320,-1018.0290,132.9800
 12.8100,-1018.7610,132.8580
 12.6880,-1018.4560,133.5290
 13.6030,-1018.3950,133.6510
 14.1520,-1018.9440,132.1870
 13.2370,-1016.7480,131.0890
 12.0170,-1018.2730,133.4070
 13.2370,-1019.6150,133.7120
 11.7120,-1020.5300,133.2240
 11.0410,-1019.6760,134.7490
 12.7490,-1018.6390,134.3830
 11.5900,-1017.9680,133.3460
 14.2740,-1018.4560,132.8580
 13.7860,-1015.3450,134.6270
 13.8470,-1019.4320,134.2610
 11.7730,-1018.2120,132.6750
 11.4070,-1017.9680,134.0780
 13.1760,-1018.7610,134.7490
 12.2610,-1017.8460,133.3460
 13.5420,-1015.7110,132.4310
 12.8710,-1020.9570,132.7360
 13.1150,-1017.7240,131.3330
 13.1760,-1018.3340,131.2720
 12.3830,-1017.6630,131.4550
 13.5420,-1019.6760,133.8340
 12.2610,-1019.4320,132.3700
 13.7250,-1019.1880,134.0780
 12.9320,-1017.6020,134.0780
 10.0650,-1018.1510,133.3460
 12.3220,-1017.2360,134.3220
 12.9320,-1018.4560,134.8710
 12.7490,-1017.2360,133.1630
 14.2130,-1017.6630,132.2480
 12.5050,-1018.0290,134.7490
 12.9930,-1018.3950,132.7360
 12.1390,-1019.3100,133.0410
 12.2000,-1018.3950,132.5530
 10.7970,-1017.9680,132.8580
 12.5050,-1017.3580,132.0650
 12.2610,-1018.3950,132.3700
 11.7120,-1017.4190,132.1870
 10.4310,-1018.3340,131.8820
 13.4810,-1016.8090,137.1280
 12.1390,-1018.5780,131.3940
 12.3220,-1020.1030,133.7120
 12.8100,-1018.2730,134.0170
 11.8950,-1017.1750,133.8950
 10.9800,-1017.8460,131.5770
 11.9560,-1019.0050,133.4070
 12.8710,-1018.3340,131.4550
 12.6880,-1017.4190,132.1260
 12.7490,-1017.9070,133.5900
 13.6640,-1017.6020,132.9800
 11.8340,-1019.2490,133.5290
 11.2240,-1018.2730,133.2240
 12.3220,-1019.1270,134.2000
 12.3220,-1018.2730,134.2610
 11.1020,-1015.8330,133.7120
 12.2610,-1018.5170,133.4680
 12.9930,-1017.1750,133.7730
 13.4200,-1018.0290,133.5290
 11.4680,-1018.3340,136.5790
 12.3830,-1017.6020,134.0780
 11.9560,-1019.5540,135.5420
 12.3830,-1020.0420,133.8340
 11.8950,-1018.8220,132.9190
 12.0170,-1016.8090,132.7970
 12.6880,-1018.3950,130.7840
 13.4200,-1018.5780,132.2480
 13.1150,-1017.7240,132.6750
 10.1870,-1017.6020,136.3350
 13.7250,-1017.6020,134.6270
 11.7730,-1017.9070,133.5900
 12.9320,-1018.0900,134.2000
 12.6270,-1018.5780,134.6880
 12.4440,-1016.3820,135.1760
 14.3960,-1018.7000,134.2000
 14.1520,-1018.5780,134.5050
 12.9930,-1016.6260,131.0890
 12.6880,-1020.5910,131.6990
 12.6880,-1018.0900,134.3220
 10.4310,-1019.2490,130.2350
 12.8100,-1018.2120,131.6380
 13.5420,-1017.8460,132.3090
 12.9320,-1018.1510,132.4920
 12.1390,-1019.6150,133.1020
 11.1630,-1015.8940,135.2370
 11.2850,-1018.8830,134.2610
 12.1390,-1019.0050,134.2000
 11.1630,-1017.4800,134.6270
 13.0540,-1019.0660,133.6510
 10.6750,-1019.9810,133.3460
 11.2850,-1017.9070,133.0410
 11.7120,-1017.4800,132.4920
 14.0910,-1020.1030,130.0520
 13.1150,-1018.8830,133.1630
 12.7490,-1017.2970,132.1260
 12.6270,-1018.2730,133.3460
 12.0170,-1018.8830,133.1630
 12.0170,-1017.8460,131.2720
 11.5900,-1016.8090,132.5530
 12.6880,-1017.9680,132.4920
 12.3220,-1018.7610,133.2850
 12.9320,-1016.0160,133.7120
 13.3590,-1019.0050,134.8710
 12.6270,-1019.1880,135.1760
 11.6510,-1017.5410,136.2740
 13.8470,-1018.7000,134.6880
 14.2740,-1017.6020,132.6140
 13.1150,-1018.4560,131.7600
 11.7730,-1017.7850,131.7600
 13.9080,-1018.6390,132.0040
 13.9080,-1017.7240,129.5030
 12.8100,-1017.9680,131.2720
 13.8470,-1019.4930,132.6750
 13.9690,-1018.2120,132.2480
 12.6880,-1016.8090,131.6380
 12.2000,-1017.1750,132.9800
 11.5900,-1019.1270,134.7490
 14.2740,-1015.5280,136.3350
 10.9800,-1017.4800,133.2240
 11.1630,-1019.6150,133.3460
 13.1150,-1016.0770,132.7360
 12.6880,-1019.2490,133.1630
 13.1760,-1017.7850,133.1020
 13.0540,-1017.2970,134.3220
 12.4440,-1016.1380,131.2110
 11.4680,-1019.0050,131.6990
 12.0170,-1018.9440,132.6750
 13.3590,-1018.5170,133.3460
 13.2980,-1017.1140,133.5900
 10.9190,-1019.0660,133.8340
 13.4200,-1017.7850,130.9670
 12.2000,-1015.7110,132.5530
 12.2610,-1017.9680,133.9560
 12.5050,-1018.3340,134.0170
 11.7120,-1016.5650,136.0300
 12.1390,-1019.0050,136.0300
 10.8580,-1018.3950,132.6140
 11.8340,-1018.0900,132.6140
 11.8950,-1018.3340,133.0410
 13.6030,-1019.3100,134.5050
 12.3830,-1016.1380,132.7970
 11.8950,-1019.9200,132.1870
 13.4200,-1016.4430,132.5530
 11.8340,-1017.7240,133.2850
 13.1150,-1017.7240,132.6140
 12.9320,-1017.2970,133.9560
 11.5290,-1018.4560,137.3110
 12.9930,-1016.0770,133.4680
 13.1150,-1017.1140,135.0540
 10.5530,-1019.6760,131.8210
 11.8340,-1016.8700,132.0650
 13.2980,-1016.9310,134.4440
 12.0170,-1017.3580,131.7600
 13.2370,-1018.7000,132.8580
 14.0910,-1016.8090,131.7600
 11.3460,-1018.5170,130.8450
 12.0170,-1016.3820,131.5160
 12.4440,-1019.2490,135.2370
 13.3590,-1018.8830,134.9930
 13.3590,-1017.5410,135.2980
 12.0780,-1016.0160,135.9080
 14.5180,-1017.9680,137.6160
 11.6510,-1017.9680,135.3590
 11.9560,-1018.1510,134.0780
 12.0170,-1017.2970,134.8100
 11.4070,-1018.1510,133.8950
 14.6400,-1016.7480,130.6010
 12.0780,-1020.0420,130.9670
 12.0780,-1016.9310,133.2850
 12.5660,-1017.9680,136.2130
 12.2000,-1019.1270,133.4070
 13.1150,-1016.9920,134.2000
 11.7730,-1018.8830,134.2000
 12.7490,-1016.2600,137.0060
 11.1020,-1019.7980,132.7970
 12.5660,-1016.9920,132.7360
 12.9320,-1017.3580,133.2240
 14.3350,-1017.7850,131.6380
 11.4070,-1017.3580,133.3460
 13.2980,-1017.6020,132.0650
 12.8710,-1019.6150,135.7250
 11.9560,-1018.2120,133.1020
 14.0910,-1018.0900,134.2610
 11.4680,-1020.0420,132.6750
 12.0780,-1019.4320,132.3700
 12.6270,-1018.5170,132.9190
 12.1390,-1018.3950,133.4070
 12.5050,-1019.2490,133.4680
 12.9930,-1018.1510,133.7120
 11.8950,-1019.0050,132.7360
 12.8710,-1017.9070,131.0890
 11.2850,-1017.6020,131.8820
